commentId,videoId,title,channelTitle,searchQuery,commentAuthor,commentText,commentPublishedAt,commentLikeCount
UgzwRo22ANo2YL4YsQR4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@noliesonlytruth801,"Great, here we go! Organized by your administration",2026-05-07T23:17:51Z,3
UgxokdTKi0tUt8kZMqZ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Winspear-03,"This is concerning how he’s not worried, so all the people shared a room",2026-05-12T10:19:24Z,0
Ugw0jgyeEBHPMFS5Nw94AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@carolinecavalcante5778,This is why u end toxic relationships because they always come back and repeat the same abusive pattern. People need to revolt against these institutions and not comply with them period.,2026-05-08T01:36:37Z,1
UgyKauORX71ojknejxF4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@stephn2351,Visiting a landfill!?!?!?,2026-05-07T16:36:54Z,16
Ugwu0DyTUqoQac8V5xJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Americarunsonduncan,We need to set up a quarantine center in Antartica.,2026-05-07T23:44:24Z,1
UgyxgcO8K9FjvH88HQF4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@ProtectBigCats,"The ship left Argentina April 1st😢 6 weeks aboard the ship, 150 passengers on the ship that were  on board when it left Argentina, at the beginning of the trip, which included multiple stops (in different countries/locations) who alse left the ship at multiple ports of call.",2026-05-07T19:55:20Z,4
UgzOh4uz_VbPtfeKSOh4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@ylia17268,I live on canary island! We are not happy 😢,2026-05-07T14:32:43Z,33
UgxEYR3WX0CjcLY3nit4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Warrensims318,Here we go again,2026-05-08T06:43:10Z,1
UgwmSjGxGXmEaXpXRM54AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@orangeballs4536,"Please i need this, lets go back to the good ol days",2026-05-08T06:47:28Z,0
Ugx-CE63IPvKKDwU3GR4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@fourtails1192,Why not take the sick all to the same medical facility ? istead of spreading them out in 3 countries 🤔,2026-05-07T15:16:24Z,37
UgyatHdp5xWbeovhQ6h4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Bravington.,"That's what we said about COVID though, you all reassured us and look what happened.",2026-05-08T07:22:33Z,2
Ugzm6XktCQRQcXTISxt4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Americarunsonduncan,"""Honey, lets pay hundreds of thousands of dollars to visit a landfill""",2026-05-07T23:46:52Z,1
Ugy1Qr_N-Pak9xWnaJ94AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@oksanadzhavala1424,"“We don’t know, but it is not of serious concern” - the doctor says…",2026-05-08T01:38:27Z,1
UgwwRSTcTyxPUotLSHd4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Sherryrice4149,I do not believe them I truly believe they do not want us to panic those citizens of the US should have stayed and that country and they should not have been able to come back yet I'm afraid for us sounds like we're going to have another pandemic and this one was not planned. 🤔🤨😔🥴,2026-05-07T17:43:43Z,11
UgyJTldDNhnwaFQKdSl4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@EOIO5634,"I’VE PLAYED THESE GAMES BEFORE!!!!!!!!

- Gi Hun",2026-05-08T07:05:11Z,1
UgyVBZ8-wkVsueYV8NV4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@julianinaction96,Not falling for it this time,2026-05-07T23:59:21Z,6
Ugxk_JafKPlgYyiEwVZ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Krystlrck629,Gilly Bates said this was going to happen. He said the next one would be worse. We're not all stupid.,2026-05-07T22:49:59Z,9
Ugy-MP-ZPu6K0AzKskR4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@AyeJye,Why tf are they at a landfill on a cruise?!?,2026-05-08T01:08:23Z,3
UgyGZxki8wMDH4Oo2jF4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@annieroberts8954,Sending prayers 🙏🙏🙏,2026-05-07T22:34:52Z,0
Ugz29PLGNhhv9NqqWBd4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@ok2313,Why would anyone get on a cruise ship after Covid is beyond me. Wow,2026-05-08T04:50:24Z,3
UgyDJdBALean3A7Sheh4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@thebowtie______5037,Id say being in plane is absolutely a Close quarters for a long period of time.,2026-05-07T22:42:12Z,1
Ugztjw4Hh8VWyY1VCA14AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@michaelturner7641,I could see that dude's nose getting longer and longer as he talked like Pinocchio,2026-05-07T19:26:59Z,4
UgwmpY2mcQ9oAbyMF2Z4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@plineeeeee,Does anyone else Remember the diamond princess cruise ship in 2020 where the whole ship was quarantined and 14 died?,2026-05-10T13:10:30Z,0
UgwAluxT64gU3wjTY8l4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@AlvinTorres-c4q,The developers must fix this,2026-05-08T07:13:03Z,0
UgwRmRfjSA7rsv1zSL54AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@TheEnigmaProductions,CJ: “Here we go again”,2026-05-09T14:26:07Z,0
Ugw-7X8wEz5kjlA_dyl4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@jamesonoof5973,0:39 lol got a little laugh from this lol,2026-05-10T13:37:57Z,0
UgzbfApKu0D7LmJfW1t4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@cs_9713,Yeah no thanks.,2026-05-07T14:25:59Z,9
UgxbbZzTJ3dwDm-xNg14AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@HurricanePatrick,"This is what they said before the COVID outbreak happened, I don't believe a word of what these ppl say",2026-05-07T15:49:22Z,5
UgxsbsDJ9DfPox_KkFh4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@dwismyname,Tmz better follow these people.,2026-05-07T17:38:54Z,2
UgzD9GG_Kks4NzLVJxV4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@sarahernandez-h4d,Sounds like his just trying tell us not to panic basically,2026-05-07T18:19:10Z,1
UgyZ7J5sm4u68aH5Vw94AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@fredrick1176,They literally said don’t worry about Covid 😂,2026-05-07T19:10:30Z,1
Ugza5WJ4EYtO6IHJ4ql4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@MxCartney_Lou,Hey Alexa! Can we skip this episode? I’ve seen it already,2026-05-08T02:32:19Z,1
UgxQk-M8ykzJ-9emHJJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Tylenol4u,"They’re on a cruise, so… bird watching at the landfill? what kind of excursion tour was that? Oh well, I guess it’s a trip to die for after all…",2026-05-07T16:29:49Z,3
UgyKddrzEP_VuQVAdWF4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@AshleyCummingsYoga,Why does it sound like “haunt-a-virus”?,2026-05-07T22:21:00Z,5
UgyBnmyZSfZzAsRHQaB4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Arushiiiiiii3132,Row row row that boat quickly away from me…,2026-05-08T03:30:43Z,1
UgyuWp7rvI8_u6saqnJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@AlexisCompton-m7i,*me cause I’m not in country * yay but hopefully people in countries stay safe,2026-05-11T22:26:15Z,0
UgympQHiharcru9mGiJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@JefferyStevenson-x5s,That is so sad the hanta virus on a ship,2026-05-11T06:00:26Z,0
UgwQbpXaJYn1_kOJ9dV4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Profilepicture28,I swear if we got on lock down I am gonna be so upset im not gonna have my last two years online school,2026-05-09T21:29:19Z,0
UgzWIFeENVuXrrhCYUd4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@mando-wolf,my sister is coughing and that..  shes cooked lol,2026-05-08T13:25:39Z,1
Ugzvw5Ch6WlN-2FZM7l4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Zi-Bee-Reads,Imma need to stock books now…,2026-05-07T18:24:30Z,1
Ugzwzbh7n91UxvpoUPJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Its-Lokiiii,"So if you can contract it only after prolonged close contact, how did the flight attendant get it if the woman who died was taken off the plane before she passed? That doesn't sound like prolonged contact to me.",2026-05-07T23:00:13Z,1
UgzxtbmbWu0liLYd9Jl4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@TheTGRproductions,We're NOT falling for this again!,2026-05-11T17:19:42Z,0
UgxAyjzMSLZm-vvlxH54AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@dolliecain8475,Nothing like vacationing at a “LANFILL!”,2026-05-09T04:32:59Z,0
UgxkRh3Z0huBt2XzcHp4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@blahblah-g2w,we can stop this 💞,2026-05-07T17:03:14Z,2
UgxKL9pt_E1-yYElK4N4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@chowchow25,Omg people are gonna go be getting thier face diapers out now!!😂,2026-05-07T16:25:39Z,2
UgwdXtdmw-oFxJwQuXR4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@KENSANDERS-j8y,"WHY ARN'T THEY covering the 2 dozen + passengers who were allowed off the ship weeks after the captain announced the first death. Why did the captain let them leave the ship on the first place . THIS IS HOW A PANDEMIC BEGINS !!!!!!!!!!!!!! these people learned NOTHING about the spread of this ! WASN'T COVID A WARNING . I guess not , we'll see in a few weeks when the symptoms become noticeable on land ! 🙏",2026-05-07T19:09:57Z,3
UgyKsxZJJU04223YgN14AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@BellaGrant-f1u,I'm getting scared now 😭,2026-05-09T23:07:57Z,0
Ugx7QsyHJjaHKjXx-RJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@kimberlina68,"Remember when they said ZIKA virus had mutated and was causing newborns to be born with small heads/ brains?  It was not due to a virus but Spraying Pesticide before the Olympics in Brazil.  I worked for Mayo Clinic in Arizona at the time and Mayo Clinic started the process of working on ZIKA vaccine.  After the lie was exposed, they stopped. Then Covid.  Now this.",2026-05-08T10:03:17Z,1
UgysPuBHkPgak2l4o4N4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Anthony-m1x6r,Weird how in 2022 someone posted that hanta would be released in 2026. I thought they were going to do aliens first…either way this will be transmitted by physical money 😂 better get rid of it right guys?,2026-05-07T16:25:57Z,4
UgxruIuVA6g49eR_89F4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@angelaquinones4233,"What about the people in Argentina who were in contact with them? The tour guides, public transportation like uber for example, restuarants etc?",2026-05-11T16:21:03Z,0
UgzmsBDjCb4Kc2M7wlB4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Sahasanctuary,Who goes on a luxury cruise  and  takes excursions to  landfill sites!,2026-05-07T16:20:26Z,7
UgzZg4X66tZFmnbzasR4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Dirk-b6s,So his conclusion they all shared the same room or made contact with eachother for 3 hours? i dont believe that somehting is up...,2026-05-07T23:57:31Z,1
UgwRZnbiKxvKwQe5XZB4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@joao_e_o_pé_de_feijao_u,"3:11 Poor nurses near the ambulance,you can see in their body language the fear of being on the front lines dealing with something that could be deadly. The pandemic is still very alive in our minds.",2026-05-09T00:28:46Z,0
Ugz1bDZ4rDCQ4Azqw6R4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@njcuteasian,This is why I never or ever go on cruise,2026-05-08T18:24:28Z,0
Ugz82vVlXvE6WEkXF-V4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@LuzGarzonmyarbonne,What are the symptoms?,2026-05-09T17:57:08Z,0
Ugwn3ou799BX0tD4VlR4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@ericamartinez7921,The US left the World Health Organization. RFK is running things. The GOP wants to bring charges against Anthony Fauci. Like what TF is going on?!😅 Where are all the SMART people?,2026-05-07T15:55:34Z,6
Ugwql9A5No1yBvNRDzJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@screenapple1660,"Despite containment warnings, several infected passengers were transported to ordinary city hospitals instead of specialized quarantine facilities. Officials believed the illness was only Hantavirus based on early reports, and public statements continued to describe the situation as a limited medical incident rather than a potential containment emergency.
That decision quickly became a disaster.
Within days, emergency room staff, paramedics, intake nurses, sanitation workers, and nearby patients began developing the same unexplained symptoms. Flight attendants who assisted sick passengers also fell ill, followed by family members and hospital personnel with no known rodent exposure. Researchers realized the transmission pattern no longer matched ordinary hantavirus behavior.
Crowded city hospitals unknowingly became amplification points for the outbreak. Shared waiting rooms, elevators, ventilation systems, ambulances, and overworked emergency wards allowed exposure chains to spread faster than containment teams could track them. By the time virologists understood they were dealing with an unidentified pathogen instead of a routine infection, exposed individuals had already traveled through airports, subways, hotels, and neighboring states.
Internally, containment officials argued the original protocol should never have been broken. Patient Zero and all exposed passengers were supposed to remain isolated aboard the ship or transferred directly to high-security quarantine hospitals. Moving them into civilian medical infrastructure transformed a contained maritime incident into the early stages of a national health crisis.",2026-05-07T15:23:22Z,4
UgwCmcOGD5XjJuBi79V4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Jedindy,3:33 🤔,2026-05-07T17:51:03Z,1
UgxgCHGwbpeVpjl7Zvt4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@tonyagreen8999,"Anthony Fauci & Bill Gates at it again, expanding their unneeded wealth & power. This was brought up years ago that this would happen. Trust science?  Not with those two greedy, lying lunatics.",2026-05-07T17:24:57Z,9
UgxujBNpD1133xfwhBd4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@themormonblacksheep,Tonight on the TV I've put Leave it to Beaver On. Then I go on YouTube and flash back into 2026 horror 😂😭,2026-05-08T01:21:13Z,0
Ugxbc_RlVW-qwrBFMPJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Lacey-e,I live in South Africa 😢😢😢😢,2026-05-09T09:07:42Z,0
UgwPsjR79HTjelfzSFZ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@whatinthedelliquient,"Row,row,row your boat gently far away🥀🥀💔",2026-05-16T15:57:53Z,0
UgwQtan9x9nU5SWfdfN4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@basophil9178,"The last time american doctors said ""it's just like a flu"" we had a global pandemic. It's too early to tell if this strain of hanta virus will be spread from person to person",2026-05-07T21:59:02Z,0
UgxaNxSJHVk3HWOoqoh4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@danielandjannaandcherryand962,"Yup they know Andes Virus for decades and decades and that is before COVID. Now that majority of people  worldwide who survive covid are still suffering from its side effects until now. And each day new strain from covid shows up and the only thing CDC do is to sweep the truth under the rug. If mutation from andes and covid is not possible as THEY stated, they dont really meant not to worry they actually sayin “ Youre on your own now” … its guinea pig time.",2026-05-07T20:59:57Z,2
UgzVLlAsUKVDWVB1bA54AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@shonhubble5130,"Mind you, Coronavirus was supposed to be over three weeks after we first knew about it, according to the news.",2026-05-08T05:38:48Z,0
Ugxh0X9YXtj1B6SzGsJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Dez85853,"If the flight attendant got it from a passenger and they weren’t in a small space for a proOOoolonged time such as sharing a room and first symptoms are flu like, IT IS SPREAD VIA AIRBORNE and/or  being in contact with the snot of another person. Like flu usually spreads.",2026-05-07T21:02:15Z,0
UgwN-akitFLJnDcxoVp4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@charflyone6365,Why would you visit a land fill,2026-05-07T17:04:53Z,28
Ugyria_XVwE1zTL-7q54AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@RobertCrandall-ce8gv,"I think we are in for something very similar to covid. So far 2 cruise ships have had the symptoms of virus, and it is showing g uo on a commercial airliner and also in about 6 states in USA., this is something that should be taken seriously, and isolation and testing of infected I dividuals, and proper disinfection etc😮",2026-05-10T14:56:05Z,0
Ugxu5IuYLgFXSra4WG94AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@debbiekelley9968,From sec Duffy I need more info,2026-05-08T04:51:08Z,0
UgxlkGC0rCdUXj3vVM54AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@kittiescorner222,"I guess the one positive is that people are becoming aware of this illness, because it kills. Also, on a side note the virus can take a while for symptoms to appear.",2026-05-07T16:19:39Z,1
UgyUjC4T-HOKlVeA2CN4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@1lordgod,We the ppl do not trust this Administration… you telling us  only one person made a video from the boat.  Come on yall 🤔🤔,2026-05-07T14:47:23Z,7
Ugw5UYeI5AItI3C8hsB4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@poolking-g2x,Europe and Africa ah I see the pattern here,2026-05-07T22:57:50Z,0
UgwrCOhOeF2nVdS2KeJ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@That1pizzaboiiscool,Ice berg HAD to be on break🫩,2026-05-11T06:20:09Z,0
UgyUhQjibLiKoh92PaV4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@trixie2675,"They say it doesn’t spread easily, teach it like it’s the most deadly virus and easily spread ever. 😮",2026-05-07T21:08:30Z,0
UgwebrU87obWCvUO2BR4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@danejules3450,"How is this  possible when usph standard is very effective
..",2026-05-14T09:22:12Z,0
Ugz6Mj8dL0XIg0UGN-F4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@JacobDover-s4m,When Caleb moved back to the cabin in June of 2021 a date that will haunt me forever Katrina cast a spell on him that why the world is in a mess right now in the name of Jesus Christ heal this dark world.,2026-05-08T22:47:05Z,1
Ugysl7Y3JVuJvPjyj4Z4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@portableregulationstudio,"When are people gonna learn that cruises are a death trap.  Stop going on cruises. They are a nightmare waiting to happen, every time! People are scared to travel for real but think being trapped on a boat is a safe idea. It's absurd. LOL",2026-05-07T12:52:21Z,9
UgxU0ayxlXePmf5m1uh4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@SM-cn7ut,"ไวรัสฮันตา (Hantavirus) มีแหล่งกำเนิดหลักจาก สัตว์ฟันแทะ โดยเฉพาะหนูนา หนูบ้าน และหนูป่า แพร่เชื้อสู่คนผ่านการสัมผัสปัสสาวะ มูล หรือน้ำลายของหนูที่ติดเชื้อ โดยทั่วไปติดต่อผ่านการสูดดมละอองฝอยที่ปนเปื้อนจากสิ่งขับถ่ายของหนูในที่อับอากาศ หรือสัมผัสบาดแผลที่มาและจุดกำเนิดที่สำคัญ:แหล่งแพร่เชื้อ: หนูและสัตว์ฟันแทะเป็นพาหะนำโรคสำคัญ โดยหนูแต่ละชนิดจะนำเชื้อไวรัสฮันตาต่างสายพันธุ์กันการติดต่อสู่คน: เกิดจากการทำความสะอาดพื้นที่ที่มีมูลหนู การเข้าไปอยู่ในสถานที่ปิดที่มีหนูอาศัยอยู่ หรือการหายใจเอาเชื้อที่ปนเปื้อนในอากาศเข้าไปประวัติ: ชื่อ ""ฮันตา"" มาจากแม่น้ำฮันตัน (Hantan River) ในประเทศเกาหลีใต้ ซึ่งเป็นจุดที่พบการระบาดและระบุเชื้อได้ครั้งแรกการแพร่กระจาย: ส่วนใหญ่ไม่ได้แพร่จากคนสู่คน แต่สายพันธุ์ Andes ในอเมริกาใต้สามารถแพร่จากคนสู่คนได้",2026-05-10T04:24:40Z,0
UgxwoPiYxLzSBOlDO7d4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@angelbrinner9062,They tell us it’s not serious to keep us calm. Build up your immune systems and pray! 🙏🏽,2026-05-08T10:18:16Z,0
UgwGMU_J1-0Cwp9fjbZ4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@MissinginMiami,😮,2026-05-07T12:57:13Z,1
Ugwlb0DaXTkaDQ0nzTl4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@nyisls,These idiots should be charged with murder.  Why remove them from the ship???,2026-05-07T18:03:43Z,2
Ugy7yB4gV8snitr546x4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@N0XXGamingYTR,I swear if summer is ruined by this stupid virus I’m going to crash out!💥💥💥,2026-05-09T15:03:13Z,0
Ugw9WimF9P4ZYSErfmx4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@Beachcheeka,"A little perspective on the hantavirus headlines: the “human-to-human” Andes strain is still considered very difficult to spread. When experts say “long and sustained contact,” they’re generally talking about household-level exposure — things like sharing a bedroom, caring for someone closely over days, or direct contact with bodily fluids — not casually being near someone in public or on a cruise ship. The media tends to lead with the scariest possible wording, but public health agencies still consider the overall risk to the general public low. Stay informed, use common sense, and remember humanity has a pretty amazing immune system and a long history of getting through difficult things together. We’re probably going to be just fine. 💕",2026-05-08T07:26:22Z,0
Ugy8tc3TNGF1Ibsn_7F4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@gongshow20,You’d think you would just sink that boat,2026-05-11T20:29:17Z,0
Ugzmt6JGlUgdNRj9Uhp4AaABAg,SBJq1fMCoSU,What is the Hantavirus? What to Know After Cruise Ship Outbreak,TODAY,hantavirus cruise ship outbreak,@rayleenerwin1703,"I am not finding any video from passengers with the exception of that one guy in the green shirt. Someone told me it was my algorithm but when I specifically search on Social Sites. I am not seeing a single blog, vlog, pic or anything. Am I missing something?",2026-05-11T14:16:41Z,0
